RepRapFirmware height map file v2 generated at 2022-02-22 17:32
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
70.00,280.00,20.00,250.00,-1.00,69.99,76.66,4,4
 -0.051,  0.032,  0.082,  0.034
 -0.153, -0.090, -0.043, -0.133
 -0.108, -0.043, -0.028, -0.123
 -0.113, -0.083, -0.061, -0.110
